 0.2440000E+03  0.6227216E-16  0.1033823E-15  0.2724893E-15
 0.2450000E+03  0.6147910E-16  0.1018472E-15  0.2682460E-15
 0.2460000E+03  0.6069884E-16  0.1003410E-15  0.2640889E-15
 0.2470000E+03  0.5993108E-16  0.9886286E-16  0.2600160E-15
 0.2480000E+03  0.5917555E-16  0.9741225E-16  0.2560252E-15
 0.2490000E+03  0.5843198E-16  0.9598851E-16  0.2521145E-15
 0.2500000E+03  0.5770009E-16  0.9459102E-16  0.2482819E-15
 0.2510000E+03  0.5697965E-16  0.9321919E-16  0.2445257E-15
 0.2520000E+03  0.5627038E-16  0.9187244E-16  0.2408439E-15
 0.2530000E+03  0.5557206E-16  0.9055020E-16  0.2372348E-15
 0.2540000E+03  0.5488444E-16  0.8925191E-16  0.2336967E-15
 0.2550000E+03  0.5420730E-16  0.8797705E-16  0.2302278E-15
 0.2560000E+03  0.5354041E-16  0.8672509E-16  0.2268266E-15
 0.2570000E+03  0.5288355E-16  0.8549553E-16  0.2234914E-15
 0.2580000E+03  0.5223652E-16  0.8428786E-16  0.2202208E-15
 0.2590000E+03  0.5159910E-16  0.8310161E-16  0.2170131E-15
 0.2600000E+03  0.5097110E-16  0.8193631E-16  0.2138669E-15
 0.2610000E+03  0.5035232E-16  0.8079151E-16  0.2107809E-15
 0.2620000E+03  0.4974257E-16  0.7966674E-16  0.2077536E-15
 0.2630000E+03  0.4914168E-16  0.7856160E-16  0.2047836E-15
 0.2640000E+03  0.4854945E-16  0.7747564E-16  0.2018696E-15
 0.2650000E+03  0.4796572E-16  0.7640847E-16  0.1990105E-15
 0.2660000E+03  0.4739032E-16  0.7535967E-16  0.1962048E-15
 0.2670000E+03  0.4682308E-16  0.7432887E-16  0.1934514E-15
 0.2680000E+03  0.4626384E-16  0.7331568E-16  0.1907491E-15
 0.2690000E+03  0.4571245E-16  0.7231972E-16  0.1880968E-15
 0.2700000E+03  0.4516875E-16  0.7134064E-16  0.1854934E-15
 0.2710000E+03  0.4463261E-16  0.7037809E-16  0.1829376E-15
 0.2720000E+03  0.4410386E-16  0.6943171E-16  0.1804285E-15
 0.2730000E+03  0.4358239E-16  0.6850119E-16  0.1779651E-15
 0.2740000E+03  0.4306804E-16  0.6758618E-16  0.1755463E-15
 0.2750000E+03  0.4256069E-16  0.6668637E-16  0.1731711E-15
 0.2760000E+03  0.4206021E-16  0.6580144E-16  0.1708386E-15
 0.2770000E+03  0.4156648E-16  0.6493111E-16  0.1685478E-15
 0.2780000E+03  0.4107937E-16  0.6407506E-16  0.1662978E-15
 0.2790000E+03  0.4059877E-16  0.6323302E-16  0.1640878E-15
 0.2800000E+03  0.4012456E-16  0.6240470E-16  0.1619168E-15
 0.2810000E+03  0.3965663E-16  0.6158982E-16  0.1597840E-15
 0.2820000E+03  0.3919487E-16  0.6078812E-16  0.1576886E-15
 0.2830000E+03  0.3873918E-16  0.5999933E-16  0.1556298E-15
 0.2840000E+03  0.3828945E-16  0.5922320E-16  0.1536068E-15
 0.2850000E+03  0.3784559E-16  0.5845949E-16  0.1516188E-15
 0.2860000E+03  0.3740749E-16  0.5770794E-16  0.1496651E-15
 0.2870000E+03  0.3697506E-16  0.5696832E-16  0.1477450E-15
 0.2880000E+03  0.3654822E-16  0.5624039E-16  0.1458577E-15
 0.2890000E+03  0.3612686E-16  0.5552394E-16  0.1440025E-15
 0.2900000E+03  0.3571090E-16  0.5481873E-16  0.1421789E-15
 0.2910000E+03  0.3530027E-16  0.5412456E-16  0.1403860E-15
 0.2920000E+03  0.3489487E-16  0.5344120E-16  0.1386233E-15
 0.2930000E+03  0.3449462E-16  0.5276847E-16  0.1368901E-15
 0.2940000E+03  0.3409945E-16  0.5210614E-16  0.1351859E-15
 0.2950000E+03  0.3370928E-16  0.5145404E-16  0.1335100E-15
 0.2960000E+03  0.3332403E-16  0.5081196E-16  0.1318618E-15
 0.2970000E+03  0.3294364E-16  0.5017971E-16  0.1302408E-15
 0.2980000E+03  0.3256803E-16  0.4955711E-16  0.1286464E-15
 0.2990000E+03  0.3219713E-16  0.4894399E-16  0.1270781E-15
 0.3000000E+03  0.3183088E-16  0.4834017E-16  0.1255353E-15
 0.3010000E+03  0.3146921E-16  0.4774547E-16  0.1240175E-15
 0.3020000E+03  0.3111205E-16  0.4715972E-16  0.1225242E-15
 0.3030000E+03  0.3075935E-16  0.4658277E-16  0.1210550E-15
 0.3040000E+03  0.3041104E-16  0.4601446E-16  0.1196092E-15
 0.3050000E+03  0.3006706E-16  0.4545462E-16  0.1181866E-15
 0.3060000E+03  0.2972736E-16  0.4490310E-16  0.1167865E-15
 0.3070000E+03  0.2939187E-16  0.4435975E-16  0.1154086E-15
 0.3080000E+03  0.2906054E-16  0.4382443E-16  0.1140524E-15
 0.3090000E+03  0.2873332E-16  0.4329699E-16  0.1127174E-15
 0.3100000E+03  0.2841015E-16  0.4277730E-16  0.1114033E-15
 0.3110000E+03  0.2809097E-16  0.4226520E-16  0.1101097E-15
 0.3120000E+03  0.2777575E-16  0.4176058E-16  0.1088361E-15
 0.3130000E+03  0.2746442E-16  0.4126330E-16  0.1075822E-15
 0.3140000E+03  0.2715694E-16  0.4077322E-16  0.1063475E-15
 0.3150000E+03  0.2685325E-16  0.4029023E-16  0.1051317E-15
 0.3160000E+03  0.2655332E-16  0.3981419E-16  0.1039345E-15
 0.3170000E+03  0.2625708E-16  0.3934500E-16  0.1027554E-15
 0.3180000E+03  0.2596451E-16  0.3888252E-16  0.1015941E-15
 0.3190000E+03  0.2567554E-16  0.3842666E-16  0.1004504E-15
 0.3200000E+03  0.2539014E-16  0.3797728E-16  0.9932374E-16
 0.3210000E+03  0.2510825E-16  0.3753428E-16  0.9821393E-16
 0.3220000E+03  0.2482985E-16  0.3709756E-16  0.9712062E-16
 0.3230000E+03  0.2455488E-16  0.3666700E-16  0.9604349E-16
 0.3240000E+03  0.2428330E-16  0.3624250E-16  0.9498225E-16
 0.3250000E+03  0.2401506E-16  0.3582396E-16  0.9393659E-16
